TWEET;CREENCIA;CONFIANZA
"Global warming update: Major winter storm will impact much of the U.S. **note ""...D.C., Balt, Phil, NYC...These... http://bit.ly/b4LO7d";No;0.5275
Lord Smith warns climate change argument has been undermined by 'climategate'|The fight to tackle climate change .. http://oohja.com/x6kU8;Yes;0.5552
";P http://bit.ly/dAuSjA global warming solutions Innovation has climate change in hand";Yes;1
How to Shape a Global Approach to Climate Change: More Davos, Less Denmark: Only one month after the Copenhagen co... http://bit.ly/aUl3C2;Yes;1
"RT @NSF: ""Missing"" Heat May Affect Future Climate Change: Current observational tools cannot account for roughly half.. http://bit.ly/bGlz82";Yes;1
How to Shape a Global Approach to Climate Change: More Davos, Less Denmark: Only one month after the Copenhagen co... http://bit.ly/bD6LOA;Yes;0.6789
How to Shape a Global Approach to Climate Change: More Davos, Less Denmark http://bit.ly/aZdAoI;Yes;1
Abbott's climate change policy: live chat with environment reporter Adam Morton: Logically, power generators are o... http://bit.ly/9qVMiR;Yes;1
Obama Battles to Keep Global Warming, Biofuels Initiatives on Track|Amid doubts about climate change legislation, .. http://oohja.com/x6kgG;Yes;0.6783
RT @mongabay: Climate Change and the Amazon Rainforest: http://bit.ly/cVzrVa;Yes;1
Go Green Toolshed ' Blog Archive ' Global Warming Is Crap! http://bit.ly/cWXiUt;No;0.6441
Watching 'Joseph D'Aleo Full Interview on Global Warming Hoax' at Vodpod http://bit.ly/cW6QJ8;No;1
".@cracked This article doesn't actually get really scary until you read all the ""global warming is a myth!"" comments. http://bit.ly/9HufIZ";Yes;0.6845
RT @EcoPreservation: Climate change causes wolverine decline across Canada http://bit.ly/WolverineDecline;Yes;1
NYTimes: California Sets Up Statewide Network to Monitor Global-Warming Gases http://s.nyt.com/u/eDY;Yes;1
Global warming good for trees|WASHINGTON - GLOBAL warming is good news for trees, which are thriving in higher .. http://oohja.com/x6iZ9;No;0.6432
"""Any"" = legitimate efforts by scientists to mislead and missrepresent their global warming findings. I haven't heard any implications yet.";Yes;0.3643
@vballr4life7 too whiche lie or distortion of the truth are you referring? The congressional perks or global warming?;No;1
GLOBAL WARMING IS A FAIRY TALE! http://tinyurl.com/krwusz Dick Chaney didn't drive an SUV 200,000 years ago, maybe?;No;1
IPCC Chief Pachauri Speaks to Indian Univ About Climate Change Skeptics, Glaciergate & Treaties http://bit.ly/bwkGDU via @ecopolitologist;Yes;0.6837
GLOBAL WARMING IS A FAIRY TALE! http://tinyurl.com/krwusz;No;1
Put end to the stupid global warming crap, ask perverts to explain the time between ice ages? George and Dick driving SUV's i suppose!;No;1
@algore you are such a cocksucker. global warming is fake you should be put in prison. stop trying to push your lies on America.;No;1
Sen. Lindsey Graham: 'I care equally about immigration and climate change': I'll sit down with my c.. http://bit.ly/bCFage;Yes;0.4834
Who's worried about sea levels rising from Global Warming? Al Gore buys $8.8 million ocean-view villa... http://su.pr/2de5Ru;No;0.5213
Climate change increases heat waves, floods: EPA: WASHINGTON (Reuters) - Deaths from heat waves, property da... http://tinyurl.com/2wry7p2;Yes;1
RT @peterrothberg Earth to Congress: The current climate change legislation threatens to do more harm than good. http://is.gd/buqqC;No;0.6716
Resilience to climate change in western Kenya | Humanitarian News http://retwt.me/1N0Md (via @AidNews);Yes;1
EU, China agree closer links on climate change | Humanitarian News http://retwt.me/1N0De (via @NewsOnGreen);Yes;1
Have you stolen our global warming? RT @Janetski it's so damn hot for Holland: 78'F!!!;Yes;0.3522
Veterans organization says climate change a security threat | SCNow http://retwt.me/1N0pM (via @politext);Yes;1
"Plan now for climate change, says researcher &gt; FOODweek Online &gt; Main Features Page http://retwt.me/1N0l7 (via @FOODweek)";Yes;1
Earth to Congress: The current climate change legislation threatens to do more harm than good. http://is.gd/buqqC #p2 #climatechange;No;0.6205
Irony Deficient: WaPo 'On Faith' Frets About Climate Change | NewsBusters.org http://retwt.me/1N0cE (via @BestBlogPosts);Yes;1
Heather Taylor-Miesle: CLIMATE CHANGE CANNOT WAIT | Humanitarian News http://retwt.me/1N0bK (via @NewsOnGreen);Yes;1
These guys just make me sick @CO2HOG  Reid set to move on climate change bill -- before immigration... http://bit.ly/aoBxJI #tcot;No;1
Combating climate change: lessons from the world's indigenous peoples | Quix.. http://retwt.me/1N08t (via @quixotecenter);Yes;1
RT @Doc_0: Charlie Crist, 2010: my independent candidacy is a result of mental illness caused by global warming.;Yes;0.5223
EPA says climate change is causing storms, heat waves http://bit.ly/c0HVjk;Yes;1
Climate Change Indicators in the United States http://retwt.me/1N01Z (via @OceanLeadership);Yes;1
Climate Change Science: Data Collection on Global Warming | Sustainablog http://retwt.me/1MZZ3 (via @sustainablog);Yes;0.6371
Some cool mind maps about global warming http://bit.ly/cNrt7V #climate;Yes;1
Amsterdam- Business leaders convene to address global climate change | Humani.. http://retwt.me/1MZXI (via @HumanityNews);Yes;0.6672
E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/aQlc9o;Yes;0.6135
USA: Weekly Climate Change Policy Update - April 26, 2010  http://tinyurl.com/393qyyl;Yes;1
Semi-Believable Evidence that Climate Change Causes Earthquakes and Volcanoes - -.. http://retwt.me/1MZye (via @GOODfeed);Yes;0.6324
RT @2BlueStarMom, Global Warming & Profiteering in the Obama Administration http://digg.com/u1Uam8, #tcot, #right, #rightblogs, #teaparty;No;0.6844
Climate change bill shouldn't fall victim to immigration reform http://retwt.me/1MZll (via @BUEnetwork);Yes;1
RT @vermontaigne How about #vageruption? http://www.redstate.com/vladimir/2010/04/27/huffpo-global-warming-causes-volcanoes/;Yes;0.6722
Lisa P Jackson, EPA, S Most Ignorant BLACK WOMAN besides Michelle Obama, seen in long time! Global Warming HAs Been DEBUNKED STUPID 'HO!;No;1
What Climate Change Means for the Wine Industry | Wired Science | Wired.com http://retwt.me/1MZ7U (via @scienceRSS);Yes;1
Green Party: Climate Change - Only Greens Have Answers http://bit.ly/bn7kyW #news #tv #business #media #politics;Yes;0.6991
Why climate change will make your allegeries worse, http://su.pr/16aLt5;Yes;1
Impacts of climate change and how native people are responding ' Coast Salish Gather.. http://retwt.me/1MYW7 (via @NWIFC);Yes;1
RT @BizRoundtable BRT's Climate RESOLVE, SEE Change initiatives help biz develop tangible sustainability solutions http://bit.ly/9elZqB;Yes;0.7009
RT @BizRoundtable BRT's Climate RESOLVE, SEE Change initiatives help biz develop tangible sustainability solutions http://bit.ly/9elZqB;Yes;0.6688
It's Climate Change Day today! ' Ask the Climate Question http://retwt.me/1MYNE (via @GreenAllianceUK);Yes;1
More Global Warming Profiteering by Obama Energy Official: http://bit.ly/doR1ye via @addthis;No;0.6885
Bolivia 'people's conference' calls for system change, not climate change | Grist http://retwt.me/1MYm1 (via @GroenWerkt);Yes;0.6464
Tories 'could put climate change agreement at risk' - UK Politics, UK - The I.. http://retwt.me/1MYfv (via @IndyPolitics);Yes;0.6421
In new blow to climate change Russia's top weatherman: winter now drawing to a close in Siberia may turn out to be the coldest on record;Yes;0.6377
Deep ocean current off Antarctica found - Climate Change- msnbc.com http://retwt.me/1MY7t (via @stevesilberman);Yes;0.6615
The White House wants churches to advance its climate change agenda. - KOSMOSNET.. http://retwt.me/1MY6g (via @KOSMOSNET);Yes;0.7151
Last chance for climate change legislation? | Humanitarian News http://retwt.me/1MY0z (via @HumanityNews);Yes;0.6584
You and Us and Me - Developing nations: Climate change treaty in 2010 (AP) http://retwt.me/1MXZW (via @NewsOnGreen);Yes;0.7178
BBC lectures us incessantly on climate change. So why did their bosses make 68,0.. http://retwt.me/1MXRQ (via @KOSMOSNET);No;0.6917
Developing nations: Climate change treaty in 2010 (AP) | Humanitarian News http://retwt.me/1MXPf (via @NewsOnGreen);Yes;0.646
Climate Change Fraud - Cap-and-Trade Treason http://retwt.me/1MXLV (via @ccfeditor);No;1
The winds of climate-change http://goo.gl/fb/r0QcD #energy;Yes;1
FUCK CLIMATE CHANGE REULATORS! THERE IS NO SCIENCE TO VALIDATE THE RULES OR REGULATIONS! GET FUCKED & ENJOY!;No;0.668
LINDSAY GRAHAMNEEDS THE DICK PULLED OuT OF HIS ASS RE CLIMATE CHANGE REGULATION! DUMBASS SC SENATOR NEEDS A HORSE FUCKING!;No;0.499
CLIMATE CHANGE REGULATION IS A STUPID THOUGHT & WASTE OF TIME! BEEN DISPROVED BY ONES WHO INITIATED HYPOTHOSYS! IDIOTS!;No;1
FUCK LINDSAY GRAHAM, RINO, 4 PULLING OuT OF CLIMATE CHANGE REGULATION! DICKHEAD KNEW IT WAS DEAD! Any excuse to abandon support!;Yes;0.7086
Climate Change REgulation is ABSOLUTE POLITAICAL SUICIDE! REPORTS, SCIENCE & DATA ALL CONCUR THAT CLIMATE CHANGE IS IMAGINARY!;No;1
Fuck Lindsay Graham & John Kerry on the Climate Change Law! Have they not been Reading the Astute Reaffirmations that it is BUNK SCIENCE?!;No;1
South Africa hosts talks on climate change - news aggregated by newzfor.me - .. http://retwt.me/1MXrU (via @contentcross);Yes;0.6774
Climate bill placed on hold over Senate dispute (AP): AP - Long-awaited climate change legislation was put on... http://bit.ly/8ZRaLt;Yes;0.6354
Graham Threatens to Pull Energy Bill Sponsorship: Senator Lindsey Graham, a central architect of a climate change ... http://bit.ly/apKGSC;Yes;0.6094
Last chance for climate change legislation? / The Christian Science Monitor - CSMo.. http://retwt.me/1MXh5 (via @xalfeed);Yes;0.6375
Immigration Decision Endangers Climate Change Bill: Filed under: Senate, House, Democrats, Republicans, Barack Oba... http://bit.ly/bFsj7x;Yes;1
You and Us and Me - Climate Change: Whale Poop To The Rescue! http://retwt.me/1MXeC (via @NewsOnGreen);Yes;1
You and Us and Me - Or Maybe The Dems Will Abandon Climate Change http://retwt.me/1MXcy (via @NewsOnGreen);No;0.7073
Professor Steven Cohen writes on weather vs. climate change. http://bit.ly/cUNzKL;Yes;0.7076
Warming Wins Global Warming War #environment http://bit.ly/bR83ol;Yes;0.6581
Climate scientist sues newspaper for 'poisoning' global warming debate #green http://bit.ly/cpFnbL;Yes;1
Climate Change Blog: California Academy of Sciences http://retwt.me/1MX7W (via @calacademy);Yes;1
The Good News About the Very Bad News (About Climate Change) - GOOD Blog - GOOD http://retwt.me/1MX3l (via @pmbaird);Yes;0.6617
You and Us and Me - On the frontline of climate change | Joseph Huff-Hannon http://retwt.me/1MX2H (via @NewsOnGreen);Yes;0.635
Putting people first ' Psychology, climate change and sustainable behaviour http://retwt.me/1MWXW (via @vanderbeeken);Yes;0.6554
Global Warming Causes Earthquakes. Suuuuure it does. http://bit.ly/cNxTud #TCOT;No;1
Favorites Groups I'm in (because of the irony) Global-warming-frauds and Douchebags-nuff-said -- I love you too;No;0.4797
On the frontline of climate change | Joseph Huff-Hannon | Comment is free | gua.. http://retwt.me/1MWUR (via @CifAmerica);Yes;1
Climate Change: Resources on the affects of climate change on human health http://retwt.me/1MWSX (via @NLM_SIS);Yes;1
Ice-covered volcanoes may answer climate change questions - latimes.com http://retwt.me/1MWLs (via @LATimesscience);Yes;1
PHOTO OF THE DAY: A polar bear in Nunavut. It is listed as threatened & faces critical danger due to global warming. http://bit.ly/aCiaE3;Yes;1
PHOTO OF THE DAY: A polar bear in Nunavut. It is listed as threatened & faces critical danger due to global warming. http://bit.ly/aCiaE3;Yes;1
Video: Dem Congressman: Climate Change Is a National Security Issue http://bit.ly/aBvRIB #TCOT;Yes;1
Top Line' -- NFL's Dhani Jones on Climate Change: 'Important for Me to Act' - The.. http://retwt.me/1MWyt (via @thenote);Yes;0.68
The good news about the very bad news (about climate change) | Grist http://retwt.me/1MWwN (via @EnvironUpdates);Yes;0.6777
Beyond Climate Change: The ecological threat that's bigger than climate change http://retwt.me/1MWqV (via @pspraycar);Yes;0.6714
Evo Morales: Don't shut out developing nations from climate change negotia.. http://retwt.me/1MWjt (via @nathanielsmusic);Yes;1
Impacts of Climate Change Extend to Human Health: Scientific American http://retwt.me/1MWj2 (via @penstopaper);Yes;0.6912
Third of farmers hit by climate change - 23/04/2010 - Farmers Weekly http://retwt.me/1MW6e (via @sebastiangiraud);Yes;0.7024
World News Australia - Whale poo may help fight climate change http://retwt.me/1MW5r (via @SBSNews);Yes;1
Nice. A reasonable challenge to the global warming hype:  http://bit.ly/9E8oHK  #tcot #p2 #earthday;No;1
BMI Special Report: Networks Hide the Decline in Credibility of Climate Change S.. http://retwt.me/1MVW1 (via @johnnyA99);Yes;0.4728
Scientists' use of computer models to predict climate change is under attack  - http://is.gd/bj35N;Yes;0.7025
The global warming hoax? Houston expert talks climate alarmist pollution - CultureMap - http://tinyurl.com/3yjklo8 #houston;No;1
Having publicly bought the Global Warming lie some stay loyal, like Lindsay Graham. Others R paid by Al Gore or just stupid.;No;1
Acidic oceans worsening, experts warn - Climate Change- msnbc.com http://retwt.me/1MVNU (via @savemyearth);Yes;1
The Tories are all about branding, not substance on climate change | The Labou.. http://retwt.me/1MVMc (via @labourpress);Yes;1
RT @traciskene: On Earth Day, if Al Gore sees his shadow, we have six more weeks of climate change.;No;1
